"","scaffold","start_position","end_position","length","exon_length","biotype","go_terms"
"ENSG00000100030","22",21754500,21867680,113181,113181,"protein_coding","protein binding|cell cycle|nucleus|cytoplasm|microtubule organizing center|spindle|cytosol|cytoskeleton|mitotic spindle|thymus development|nucleotide binding|ATP binding|signal transduction|response to lipopolysaccharide|cellular response to organic substance|transferase activity|nucleoplasm|kinase activity|cellular response to DNA damage stimulus|phosphorylation|positive regulation of telomere maintenance via telomerase|positive regulation of telomerase activity|positive regulation of telomere capping|mitochondrion|regulation of transcription, DNA-templated|extracellular exosome|viral process|focal adhesion|apoptotic process|Golgi apparatus|positive regulation of cell proliferation|protein kinase activity|protein serine/threonine kinase activity|identical protein binding|protein phosphorylation|neutrophil degranulation|response to toxic substance|transcription factor binding|transcription, DNA-templated|perikaryon|platelet activation|intracellular signal transduction|Fc-epsilon receptor signaling pathway|T cell receptor signaling pathway|DNA binding|positive regulation of transcription, DNA-templated|extracellular region|axon guidance|activation of MAPK activity|heart development|response to estrogen|protein complex|azurophil granule lumen|early endosome|animal organ morphogenesis|MAPK cascade|protein kinase binding|MAPK import into nucleus|response to epidermal growth factor|regulation of cellular response to heat|axon|neural crest cell development|peptidyl-threonine phosphorylation|regulation of cytoskeleton organization|chemical synaptic transmission|caveola|response to nicotine|peptidyl-serine phosphorylation|regulation of gene expression|positive regulation of cell migration|ERK1 and ERK2 cascade|ficolin-1-rich granule lumen|phosphotyrosine binding|regulation of phosphatidylinositol 3-kinase signaling|positive regulation of translation|positive regulation of peptidyl-threonine phosphorylation|Fc-gamma receptor signaling pathway involved in phagocytosis|regulation of protein stability|chemotaxis|late endosome|long-term synaptic potentiation|B cell receptor signaling pathway|fibroblast growth factor receptor signaling pathway|face development|lipopolysaccharide-mediated signaling pathway|dendrite cytoplasm|response to exogenous dsRNA|phosphatase binding|thyroid gland development|RNA polymerase II carboxy-terminal domain kinase activity|MAP kinase activity|regulation of stress-activated MAPK cascade|Bergmann glial cell differentiation|response to stress|regulation of sequence-specific DNA binding transcription factor activity|outer ear morphogenesis|sensory perception of pain|learning or memory|pseudopodium|labyrinthine layer blood vessel development|negative regulation of cell differentiation|mitogen-activated protein kinase kinase kinase binding|lung morphogenesis|ERBB signaling pathway|caveolin-mediated endocytosis|cardiac neural crest cell development involved in heart development|trachea formation|regulation of ossification|JAK-STAT cascade involved in growth hormone signaling pathway|regulation of Golgi inheritance|regulation of early endosome to late endosome transport|cytosine metabolic process|mammary gland epithelial cell proliferation|cellular response to granulocyte macrophage colony-stimulating factor stimulus"
"ENSG00000100031","22",24583750,24629005,45256,45256,"protein_coding","plasma membrane|membrane|integral component of membrane|protein binding|transferase activity|hydrolase activity|extracellular exosome|xenobiotic metabolic process|glutathione metabolic process|spermatogenesis|peptidase activity|proteolysis|extracellular space|transferase activity, transferring acyl groups|cellular amino acid metabolic process|regulation of inflammatory response|anchored component of external side of plasma membrane|glutathione biosynthetic process|leukotriene metabolic process|leukotriene biosynthetic process|zymogen activation|glutamate metabolic process|glutathione catabolic process|glutathione hydrolase activity|gamma-glutamyltransferase activity|regulation of immune system process|cysteine biosynthetic process"
"ENSG00000100033","22",18912777,18936553,23777,23777,"protein_coding","mitochondrion|oxidation-reduction process|mitochondrial inner membrane|oxidoreductase activity|mitochondrial matrix|positive regulation of cell death|FAD binding|proline catabolic process|proline dehydrogenase activity|proline metabolic process|intrinsic apoptotic signaling pathway in response to oxidative stress|proline catabolic process to glutamate|4-hydroxyproline catabolic process"
"ENSG00000100034","22",21919420,21952837,33418,33418,"protein_coding","protein binding|cytosol|metal ion binding|catalytic activity|hydrolase activity|apoptotic process|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|phosphoprotein phosphatase activity|phosphatase activity|protein dephosphorylation|negative regulation of transcription, DNA-templated|perinuclear region of cytoplasm|negative regulation of protein kinase activity|positive regulation of gene expression|protein complex|intrinsic apoptotic signaling pathway|negative regulation of peptidyl-serine phosphorylation|positive regulation of stress fiber assembly|cellular response to drug|protein serine/threonine phosphatase activity|positive regulation of cell-substrate adhesion|positive regulation of epithelial cell migration|positive regulation of focal adhesion assembly|histone dephosphorylation|negative regulation of protein kinase activity by regulation of protein phosphorylation|positive regulation of chemotaxis|calmodulin-dependent protein phosphatase activity|cation binding|peptidyl-threonine dephosphorylation|positive regulation of growth"
"ENSG00000100036","22",30635652,30669016,33365,33365,"protein_coding","membrane|integral component of membrane"
"ENSG00000100038","22",21957025,21982816,25792,25792,"protein_coding","protein binding|nucleus|RNA binding|condensed chromosome|DNA binding|chromosome segregation|isomerase activity|DNA topological change|DNA topoisomerase activity|DNA topoisomerase type I activity"
"ENSG00000100053","22",25199850,25207363,7514,7514,"protein_coding","protein binding|visual perception|structural constituent of eye lens"
"ENSG00000100055","22",37282027,37315345,33319,33319,"protein_coding","plasma membrane|membrane|cytosol|positive regulation of GTPase activity|regulation of ARF protein signal transduction|ARF guanyl-nucleotide exchange factor activity|guanyl-nucleotide exchange factor activity|Golgi membrane|lipid binding"
"ENSG00000100056","22",19130279,19144684,14406,14406,"protein_coding","nervous system development|protein binding|nucleus|mRNA splicing, via spliceosome|mRNA processing|molecular_function|RNA splicing|spliceosomal complex|catalytic step 2 spliceosome"
"ENSG00000100058","22",25448105,25520854,72750,3970,"transcribed_unprocessed_pseudogene",NA
"ENSG00000100060","22",37469063,37486401,17339,17339,"protein_coding","membrane|integral component of membrane|metal ion binding|transferase activity|Golgi apparatus|Golgi membrane|integral component of Golgi membrane|transferase activity, transferring glycosyl groups|multicellular organism development|extracellular space|marginal zone B cell differentiation|positive regulation of protein binding|positive regulation of Notch signaling pathway|pattern specification process|O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity"
"ENSG00000100065","22",37490362,37519542,29181,29181,"protein_coding","protein binding|cytoplasm|regulation of apoptotic process|protein complex assembly|receptor signaling complex scaffold activity|activation of NF-kappaB-inducing kinase activity|CBM complex"
"ENSG00000100068","22",25351418,25405377,53960,53957,"protein_coding",NA
"ENSG00000100075","22",19175575,19178830,3256,3256,"protein_coding","membrane|integral component of membrane|nucleus|transport|transmembrane transport|mitochondrion|extracellular exosome|mitochondrial inner membrane|long-chain fatty-acyl-CoA biosynthetic process|gluconeogenesis|citrate transmembrane transporter activity|tricarboxylic acid transmembrane transporter activity|mitochondrial citrate transport|tricarboxylic acid transmembrane transport"
"ENSG00000100077","22",25564849,25729294,164446,164446,"protein_coding","plasma membrane|cytosol|nucleotide binding|ATP binding|signal transduction|transferase activity|kinase activity|phosphorylation|protein kinase activity|protein serine/threonine kinase activity|protein phosphorylation|receptor internalization|G-protein coupled receptor kinase activity|beta-adrenergic receptor kinase activity"
"ENSG00000100078","22",31134809,31140607,5799,5799,"protein_coding","plasma membrane|membrane|cytoplasm|cytoskeleton|metal ion binding|hydrolase activity|centriole|extracellular region|acrosome assembly|lipid metabolic process|extracellular space|cell development|cell projection organization|cilium assembly|lipid catabolic process|lipoxygenase pathway|phospholipid metabolic process|phospholipase A2 activity|phosphatidylcholine metabolic process|mast cell granule|arachidonic acid secretion|sperm axoneme assembly|mast cell degranulation|phosphatidylglycerol acyl-chain remodeling|calcium-dependent phospholipase A2 activity|phosphatidylcholine acyl-chain remodeling|phosphatidylethanolamine acyl-chain remodeling"
"ENSG00000100079","22",37570246,37582616,12371,12371,"protein_coding","protein binding|carbohydrate binding|galactoside binding"
"ENSG00000100083","22",37608475,37633564,25090,25090,"protein_coding","membrane|protein binding|transport|nucleoplasm|Golgi apparatus|intracellular membrane-bounded organelle|molecular_function|intracellular protein transport|intracellular|protein transport|endosome|endosome membrane|early endosome membrane|vesicle-mediated transport|positive regulation of protein catabolic process|cellular protein metabolic process|clathrin adaptor complex|membrane organization|toxin transport"
"ENSG00000100084","22",19330698,19447450,116753,101036,"protein_coding","protein binding|nucleus|regulation of transcription from RNA polymerase II promoter|nucleoplasm|regulation of transcription, DNA-templated|extracellular exosome|PML body|nuclear chromatin|transcription, DNA-templated|transcription factor activity, sequence-specific DNA binding|osteoblast differentiation|protein complex|transcription corepressor activity|covalent chromatin modification|chromatin organization|anatomical structure morphogenesis|muscle cell differentiation|nucleosome binding|DNA replication-independent nucleosome assembly|gastrulation|negative regulation of nucleic acid-templated transcription|regulation of chromatin silencing"
"ENSG00000100092","22",37634654,37666932,32279,16643,"protein_coding","protein binding|cytoplasm|signal transduction|positive regulation of GTPase activity|GTPase activator activity|SH3 domain binding"
"ENSG00000100095","22",26169474,26383597,214124,214124,"protein_coding","membrane|integral component of membrane|neuronal cell body|endoplasmic reticulum|endoplasmic reticulum membrane|adult locomotory behavior|regulation of protein kinase C signaling|cerebellar Purkinje cell layer development|synapse maturation"
"ENSG00000100097","22",37675608,37679806,4199,4199,"protein_coding","protein binding|nucleus|cytoplasm|cytosol|signal transduction|response to drug|RNA binding|signal transducer activity|extracellular exosome|cell surface|apoptotic process|protein homodimerization activity|extracellular matrix|extracellular region|intracellular|positive regulation of I-kappaB kinase/NF-kappaB signaling|carbohydrate binding|proteinaceous extracellular matrix|regulation of apoptotic process|extracellular space|cellular response to glucose stimulus|myoblast differentiation|response to axon injury|negative regulation of neuron projection development|cellular response to organic cyclic compound|glycoprotein binding|T cell costimulation|laminin binding|plasma cell differentiation|lactose binding|negative regulation of cell-substrate adhesion|positive regulation of erythrocyte aggregation|response to isolation stress|positive regulation of viral entry into host cell"
